Username,Name,Bio,Followers,Likes,Videos,Engagement Rate,Date
therock,therock,"CEO of #RockTok
Life’s so much sweeter when you’re not an asshole",77400000.0,599800000.0,"['https://www.tiktok.com/@therock/video/7461443489067240747', 'https://www.tiktok.com/@therock/video/7460513088354258219', 'https://www.tiktok.com/@therock/video/7460511600202648878', 'https://www.tiktok.com/@therock/video/7457228860275395882', 'https://www.tiktok.com/@therock/video/7456475589663362350', 'https://www.tiktok.com/@therock/video/7455784020379716910', 'https://www.tiktok.com/@therock/video/7455388311826287914', 'https://www.tiktok.com/@therock/video/7454241121665944874', 'https://www.tiktok.com/@therock/video/7452740726187642155', 'https://www.tiktok.com/@therock/video/7452738096988294446', 'https://www.tiktok.com/@therock/video/7451804943654276398', 'https://www.tiktok.com/@therock/video/7451345731819965742', 'https://www.tiktok.com/@therock/video/7451022184526482730', 'https://www.tiktok.com/@therock/video/7450249740471749934', 'https://www.tiktok.com/@therock/video/7448020055507422507', 'https://www.tiktok.com/@therock/photo/7447975660741610795', 'https://www.tiktok.com/@therock/video/7447285805044993326', 'https://www.tiktok.com/@therock/video/7446489361580903723', 'https://www.tiktok.com/@therock/video/7446072948122717482', 'https://www.tiktok.com/@therock/photo/7444205270143618350', 'https://www.tiktok.com/@therock/video/7443824428548427054', 'https://www.tiktok.com/@therock/video/7443822363910737195', 'https://www.tiktok.com/@therock/video/7443541045264010527', 'https://www.tiktok.com/@therock/video/7443465712200355102', 'https://www.tiktok.com/@therock/video/7443082070211005726', 'https://www.tiktok.com/@therock/video/7442049531518192927', 'https://www.tiktok.com/@therock/video/7441707995702005022', 'https://www.tiktok.com/@therock/video/7441040923032669471', 'https://www.tiktok.com/@therock/video/7440941653294157086', 'https://www.tiktok.com/@therock/video/7440696507331890462', 'https://www.tiktok.com/@therock/video/7440688487566773535', 'https://www.tiktok.com/@therock/video/7440526399070375199', 'https://www.tiktok.com/@therock/video/7439840785756933407', 'https://www.tiktok.com/@therock/video/7439588786129898783', 'https://www.tiktok.com/@therock/video/7439067700724370719']",7.749354005167959,2024-01-01
